contact_id,name,email,company,industry,source,created_at,engagement_score,converted,conversion_date,channel_cost_total,funnel_stage
708,Lead_708,lead708@example.com,Company_204,FinTech,Organic,2025-06-02,12,False,,0,Lead
709,Lead_709,lead709@example.com,Company_5,EdTech,Facebook Ads,2025-06-18,26,False,,30000,Lead
710,Lead_710,lead710@example.com,Company_245,E-Commerce,Organic,2025-06-09,16,False,,0,Lead
711,Lead_711,lead711@example.com,Company_267,Manufacturing,Email Campaign,2025-07-17,40,False,,10000,MQL
712,Lead_712,lead712@example.com,Company_236,E-Commerce,Facebook Ads,2025-06-13,22,False,,30000,Lead
713,Lead_713,lead713@example.com,Company_140,E-Commerce,Organic,2025-10-02,19,False,,0,Lead
714,Lead_714,lead714@example.com,Company_182,Manufacturing,Facebook Ads,2025-06-04,22,False,,30000,Lead
715,Lead_715,lead715@example.com,Company_250,E-Commerce,Referral,2025-06-03,42,False,,2500,MQL
716,Lead_716,lead716@example.com,Company_71,E-Commerce,Referral,2025-06-01,3,False,,2500,Lead
717,Lead_717,lead717@example.com,Company_56,FinTech,Email Campaign,2025-06-12,37,True,2025-06-28,10000,Customer
718,Lead_718,lead718@example.com,Company_287,Healthcare,Organic,2025-06-21,54,True,2025-07-12,0,Customer
719,Lead_719,lead719@example.com,Company_184,Manufacturing,Referral,2025-07-22,27,False,,2500,Lead
720,Lead_720,lead720@example.com,Company_234,SaaS,Referral,2025-06-05,21,False,,2500,Lead
721,Lead_721,lead721@example.com,Company_194,E-Commerce,Email Campaign,2025-06-22,33,False,,10000,Lead
722,Lead_722,lead722@example.com,Company_25,FinTech,Email Campaign,2025-06-11,41,True,2025-07-23,10000,Customer
723,Lead_723,lead723@example.com,Company_168,Manufacturing,LinkedIn DMs,2025-06-11,28,False,,25000,Lead
724,Lead_724,lead724@example.com,Company_131,Healthcare,Referral,2025-06-08,8,False,,2500,Lead
725,Lead_725,lead725@example.com,Company_41,FinTech,Email Campaign,2025-07-09,16,False,,10000,Lead
726,Lead_726,lead726@example.com,Company_237,SaaS,Email Campaign,2025-06-20,47,False,,10000,MQL
727,Lead_727,lead727@example.com,Company_240,Manufacturing,Organic,2025-06-14,24,True,2025-07-13,0,Customer
728,Lead_728,lead728@example.com,Company_280,E-Commerce,LinkedIn DMs,2025-06-09,18,False,,25000,Lead
729,Lead_729,lead729@example.com,Company_270,EdTech,Email Campaign,2025-06-10,65,True,2025-07-20,10000,Customer
730,Lead_730,lead730@example.com,Company_51,E-Commerce,LinkedIn DMs,2025-06-06,20,False,,25000,Lead
731,Lead_731,lead731@example.com,Company_142,EdTech,Organic,2025-06-24,13,False,,0,Lead
732,Lead_732,lead732@example.com,Company_152,EdTech,Email Campaign,2025-06-28,23,False,,10000,Lead
733,Lead_733,lead733@example.com,Company_20,EdTech,Facebook Ads,2025-06-13,35,False,,30000,Lead
734,Lead_734,lead734@example.com,Company_42,Manufacturing,Referral,2025-06-11,37,False,,2500,Lead
735,Lead_735,lead735@example.com,Company_22,Healthcare,Facebook Ads,2025-06-30,0,False,,30000,Lead
736,Lead_736,lead736@example.com,Company_36,FinTech,LinkedIn DMs,2025-06-15,70,True,2025-07-25,25000,Customer
737,Lead_737,lead737@example.com,Company_232,FinTech,Facebook Ads,2025-05-31,0,False,,30000,Lead
738,Lead_738,lead738@example.com,Company_289,Manufacturing,Email Campaign,2025-05-31,8,False,,10000,Lead
739,Lead_739,lead739@example.com,Company_56,Manufacturing,Referral,2025-06-05,0,False,,2500,Lead
740,Lead_740,lead740@example.com,Company_198,FinTech,Webinar,2025-06-12,34,False,,5000,Lead
741,Lead_741,lead741@example.com,Company_295,Manufacturing,Facebook Ads,2025-06-16,15,False,,30000,Lead
742,Lead_742,lead742@example.com,Company_234,EdTech,Facebook Ads,2025-07-09,11,False,,30000,Lead
743,Lead_743,lead743@example.com,Company_246,SaaS,Referral,2025-06-11,0,False,,2500,Lead
744,Lead_744,lead744@example.com,Company_277,EdTech,Facebook Ads,2025-07-24,29,False,,30000,Lead
745,Lead_745,lead745@example.com,Company_12,EdTech,Facebook Ads,2025-06-06,28,False,,30000,Lead
746,Lead_746,lead746@example.com,Company_79,EdTech,Facebook Ads,2025-07-17,30,False,,30000,Lead
747,Lead_747,lead747@example.com,Company_164,Healthcare,LinkedIn DMs,2025-06-30,38,False,,25000,Lead
748,Lead_748,lead748@example.com,Company_69,FinTech,Facebook Ads,2025-07-05,6,False,,30000,Lead
749,Lead_749,lead749@example.com,Company_14,E-Commerce,Facebook Ads,2025-07-06,43,True,2025-07-19,30000,Customer
750,Lead_750,lead750@example.com,Company_201,FinTech,LinkedIn DMs,2025-06-03,52,False,,25000,MQL
751,Lead_751,lead751@example.com,Company_48,EdTech,Organic,2025-06-02,11,False,,0,Lead
752,Lead_752,lead752@example.com,Company_87,E-Commerce,LinkedIn DMs,2025-06-22,23,False,,25000,Lead
753,Lead_753,lead753@example.com,Company_274,SaaS,Facebook Ads,2025-05-31,14,False,,30000,Lead
754,Lead_754,lead754@example.com,Company_131,Healthcare,Facebook Ads,2025-06-06,0,False,,30000,Lead
755,Lead_755,lead755@example.com,Company_10,SaaS,Organic,2025-07-05,37,False,,0,Lead
756,Lead_756,lead756@example.com,Company_24,SaaS,Facebook Ads,2025-06-11,17,True,2025-06-22,30000,Customer
757,Lead_757,lead757@example.com,Company_267,E-Commerce,LinkedIn DMs,2025-06-12,47,True,2025-06-26,25000,Customer
758,Lead_758,lead758@example.com,Company_172,EdTech,LinkedIn DMs,2025-06-29,84,False,,25000,SQL
759,Lead_759,lead759@example.com,Company_79,E-Commerce,Email Campaign,2025-06-15,0,False,,10000,Lead
760,Lead_760,lead760@example.com,Company_158,Manufacturing,LinkedIn DMs,2025-06-27,30,False,,25000,Lead
761,Lead_761,lead761@example.com,Company_242,FinTech,Email Campaign,2025-06-06,23,True,2025-06-28,10000,Customer
762,Lead_762,lead762@example.com,Company_165,EdTech,Email Campaign,2025-07-23,42,False,,10000,MQL
763,Lead_763,lead763@example.com,Company_240,Healthcare,Facebook Ads,2025-07-07,23,False,,30000,Lead
764,Lead_764,lead764@example.com,Company_125,FinTech,LinkedIn DMs,2025-06-01,22,False,,25000,Lead
765,Lead_765,lead765@example.com,Company_205,EdTech,Email Campaign,2025-06-13,54,False,,10000,MQL
766,Lead_766,lead766@example.com,Company_123,EdTech,Facebook Ads,2025-08-13,54,False,,30000,MQL
767,Lead_767,lead767@example.com,Company_264,Healthcare,LinkedIn DMs,2025-06-02,13,False,,25000,Lead
768,Lead_768,lead768@example.com,Company_161,Manufacturing,Email Campaign,2025-06-18,10,False,,10000,Lead
769,Lead_769,lead769@example.com,Company_215,EdTech,Facebook Ads,2025-07-26,39,True,2025-08-04,30000,Customer
770,Lead_770,lead770@example.com,Company_251,FinTech,Organic,2025-06-01,43,False,,0,MQL
771,Lead_771,lead771@example.com,Company_128,Manufacturing,Email Campaign,2025-06-13,20,False,,10000,Lead
772,Lead_772,lead772@example.com,Company_95,SaaS,Organic,2025-06-05,21,False,,0,Lead
773,Lead_773,lead773@example.com,Company_225,FinTech,Organic,2025-08-05,39,False,,0,Lead
774,Lead_774,lead774@example.com,Company_97,E-Commerce,LinkedIn DMs,2025-06-08,28,False,,25000,Lead
775,Lead_775,lead775@example.com,Company_59,SaaS,Organic,2025-06-03,0,False,,0,Lead
776,Lead_776,lead776@example.com,Company_244,E-Commerce,Email Campaign,2025-06-08,12,False,,10000,Lead
777,Lead_777,lead777@example.com,Company_196,Manufacturing,Email Campaign,2025-06-09,69,False,,10000,POC
778,Lead_778,lead778@example.com,Company_248,E-Commerce,Organic,2025-07-20,29,False,,0,Lead
779,Lead_779,lead779@example.com,Company_272,FinTech,LinkedIn DMs,2025-07-10,56,False,,25000,MQL
780,Lead_780,lead780@example.com,Company_9,SaaS,Email Campaign,2025-06-04,44,False,,10000,MQL
781,Lead_781,lead781@example.com,Company_256,EdTech,LinkedIn DMs,2025-06-01,21,False,,25000,Lead
782,Lead_782,lead782@example.com,Company_112,Manufacturing,LinkedIn DMs,2025-06-09,28,False,,25000,Lead
783,Lead_783,lead783@example.com,Company_197,Manufacturing,Facebook Ads,2025-07-11,16,False,,30000,Lead
784,Lead_784,lead784@example.com,Company_18,EdTech,Organic,2025-07-05,25,False,,0,Lead
785,Lead_785,lead785@example.com,Company_272,Healthcare,Webinar,2025-05-31,54,True,2025-07-06,5000,Customer
786,Lead_786,lead786@example.com,Company_72,EdTech,LinkedIn DMs,2025-06-13,25,False,,25000,Lead
787,Lead_787,lead787@example.com,Company_151,FinTech,Facebook Ads,2025-06-04,24,False,,30000,Lead
788,Lead_788,lead788@example.com,Company_124,EdTech,Facebook Ads,2025-05-31,0,False,,30000,Lead
789,Lead_789,lead789@example.com,Company_267,Manufacturing,Referral,2025-06-06,30,False,,2500,Lead
790,Lead_790,lead790@example.com,Company_161,FinTech,Facebook Ads,2025-06-05,7,False,,30000,Lead
791,Lead_791,lead791@example.com,Company_137,EdTech,Referral,2025-07-21,18,False,,2500,Lead
792,Lead_792,lead792@example.com,Company_222,EdTech,Organic,2025-06-08,14,False,,0,Lead
793,Lead_793,lead793@example.com,Company_298,SaaS,Email Campaign,2025-06-14,54,False,,10000,MQL
794,Lead_794,lead794@example.com,Company_14,E-Commerce,Email Campaign,2025-07-22,14,True,2025-08-20,10000,Customer
795,Lead_795,lead795@example.com,Company_267,Manufacturing,Organic,2025-07-13,22,False,,0,Lead
796,Lead_796,lead796@example.com,Company_86,E-Commerce,Organic,2025-06-07,10,True,2025-07-17,0,Customer
797,Lead_797,lead797@example.com,Company_63,SaaS,Facebook Ads,2025-06-11,15,False,,30000,Lead
798,Lead_798,lead798@example.com,Company_289,SaaS,Organic,2025-06-07,31,False,,0,Lead
799,Lead_799,lead799@example.com,Company_189,Healthcare,Facebook Ads,2025-06-15,6,False,,30000,Lead
800,Lead_800,lead800@example.com,Company_112,Healthcare,Organic,2025-06-04,49,False,,0,MQL
801,Lead_801,lead801@example.com,Company_39,Manufacturing,Facebook Ads,2025-07-18,30,False,,30000,Lead
802,Lead_802,lead802@example.com,Company_284,EdTech,Email Campaign,2025-07-12,63,False,,10000,MQL
803,Lead_803,lead803@example.com,Company_88,Manufacturing,Referral,2025-06-05,9,False,,2500,Lead
804,Lead_804,lead804@example.com,Company_235,Healthcare,Facebook Ads,2025-06-29,0,False,,30000,Lead
805,Lead_805,lead805@example.com,Company_208,Manufacturing,Referral,2025-05-31,13,False,,2500,Lead
806,Lead_806,lead806@example.com,Company_57,E-Commerce,Referral,2025-06-02,37,True,2025-06-15,2500,Customer
807,Lead_807,lead807@example.com,Company_213,E-Commerce,Email Campaign,2025-06-07,43,False,,10000,MQL
808,Lead_808,lead808@example.com,Company_206,EdTech,Webinar,2025-06-09,61,False,,5000,MQL
809,Lead_809,lead809@example.com,Company_3,FinTech,Referral,2025-06-22,2,False,,2500,Lead
810,Lead_810,lead810@example.com,Company_126,FinTech,Organic,2025-06-08,62,True,2025-06-27,0,Customer
811,Lead_811,lead811@example.com,Company_27,Manufacturing,Facebook Ads,2025-09-20,7,False,,30000,Lead
812,Lead_812,lead812@example.com,Company_135,SaaS,Email Campaign,2025-06-16,42,True,2025-07-03,10000,Customer
813,Lead_813,lead813@example.com,Company_269,Healthcare,Email Campaign,2025-08-03,30,False,,10000,Lead
814,Lead_814,lead814@example.com,Company_137,Healthcare,Email Campaign,2025-06-11,39,False,,10000,Lead
815,Lead_815,lead815@example.com,Company_192,FinTech,Facebook Ads,2025-06-24,0,False,,30000,Lead
816,Lead_816,lead816@example.com,Company_44,EdTech,Facebook Ads,2025-06-10,5,False,,30000,Lead
817,Lead_817,lead817@example.com,Company_131,FinTech,Referral,2025-06-01,41,False,,2500,MQL
818,Lead_818,lead818@example.com,Company_86,Healthcare,Email Campaign,2025-06-01,47,False,,10000,MQL
819,Lead_819,lead819@example.com,Company_19,EdTech,Facebook Ads,2025-06-22,10,False,,30000,Lead
820,Lead_820,lead820@example.com,Company_112,EdTech,Referral,2025-06-19,12,False,,2500,Lead
821,Lead_821,lead821@example.com,Company_288,Healthcare,Organic,2025-06-14,41,False,,0,MQL
822,Lead_822,lead822@example.com,Company_60,E-Commerce,Referral,2025-06-25,44,False,,2500,MQL
823,Lead_823,lead823@example.com,Company_230,Healthcare,LinkedIn DMs,2025-07-08,42,False,,25000,MQL
824,Lead_824,lead824@example.com,Company_282,EdTech,Facebook Ads,2025-08-08,40,False,,30000,MQL
825,Lead_825,lead825@example.com,Company_19,SaaS,Facebook Ads,2025-06-04,19,True,2025-07-03,30000,Customer
826,Lead_826,lead826@example.com,Company_240,E-Commerce,Organic,2025-06-02,5,False,,0,Lead
827,Lead_827,lead827@example.com,Company_264,Manufacturing,LinkedIn DMs,2025-05-31,7,False,,25000,Lead
828,Lead_828,lead828@example.com,Company_18,EdTech,Organic,2025-08-01,8,False,,0,Lead
829,Lead_829,lead829@example.com,Company_98,EdTech,Organic,2025-06-11,23,False,,0,Lead
830,Lead_830,lead830@example.com,Company_247,Healthcare,Webinar,2025-07-23,53,False,,5000,MQL
831,Lead_831,lead831@example.com,Company_25,Healthcare,Email Campaign,2025-07-05,33,True,2025-07-30,10000,Customer
832,Lead_832,lead832@example.com,Company_47,Manufacturing,Organic,2025-06-29,31,False,,0,Lead
833,Lead_833,lead833@example.com,Company_87,E-Commerce,Facebook Ads,2025-06-14,43,False,,30000,MQL
834,Lead_834,lead834@example.com,Company_34,Manufacturing,LinkedIn DMs,2025-06-21,52,True,2025-07-15,25000,Customer
835,Lead_835,lead835@example.com,Company_105,EdTech,Referral,2025-06-10,9,False,,2500,Lead
836,Lead_836,lead836@example.com,Company_4,FinTech,Email Campaign,2025-06-11,18,True,2025-07-06,10000,Customer
837,Lead_837,lead837@example.com,Company_23,EdTech,Facebook Ads,2025-07-02,18,False,,30000,Lead
838,Lead_838,lead838@example.com,Company_242,SaaS,Email Campaign,2025-07-18,0,False,,10000,Lead
839,Lead_839,lead839@example.com,Company_133,EdTech,Facebook Ads,2025-06-16,2,False,,30000,Lead
840,Lead_840,lead840@example.com,Company_37,SaaS,Facebook Ads,2025-06-07,11,False,,30000,Lead
841,Lead_841,lead841@example.com,Company_280,FinTech,Email Campaign,2025-06-09,57,True,2025-06-26,10000,Customer
842,Lead_842,lead842@example.com,Company_281,SaaS,Facebook Ads,2025-06-15,27,False,,30000,Lead
843,Lead_843,lead843@example.com,Company_265,SaaS,Facebook Ads,2025-07-17,33,False,,30000,Lead
844,Lead_844,lead844@example.com,Company_299,SaaS,Organic,2025-06-18,8,False,,0,Lead
845,Lead_845,lead845@example.com,Company_277,FinTech,Email Campaign,2025-06-02,41,False,,10000,MQL
846,Lead_846,lead846@example.com,Company_122,SaaS,Facebook Ads,2025-06-02,56,False,,30000,MQL
847,Lead_847,lead847@example.com,Company_254,Manufacturing,Facebook Ads,2025-06-17,39,False,,30000,Lead
848,Lead_848,lead848@example.com,Company_28,Healthcare,Referral,2025-07-18,27,False,,2500,Lead
849,Lead_849,lead849@example.com,Company_278,E-Commerce,Webinar,2025-07-23,55,True,2025-08-21,5000,Customer
850,Lead_850,lead850@example.com,Company_117,FinTech,Webinar,2025-06-15,48,False,,5000,MQL
851,Lead_851,lead851@example.com,Company_275,E-Commerce,Email Campaign,2025-06-06,46,True,2025-07-08,10000,Customer
852,Lead_852,lead852@example.com,Company_238,Healthcare,Email Campaign,2025-07-28,42,True,2025-08-09,10000,Customer
853,Lead_853,lead853@example.com,Company_125,Healthcare,Facebook Ads,2025-06-03,0,False,,30000,Lead
854,Lead_854,lead854@example.com,Company_17,EdTech,Email Campaign,2025-06-16,13,False,,10000,Lead
855,Lead_855,lead855@example.com,Company_8,SaaS,Facebook Ads,2025-06-07,18,False,,30000,Lead
856,Lead_856,lead856@example.com,Company_212,EdTech,LinkedIn DMs,2025-06-13,33,False,,25000,Lead
857,Lead_857,lead857@example.com,Company_198,Healthcare,Facebook Ads,2025-06-05,17,False,,30000,Lead
858,Lead_858,lead858@example.com,Company_285,EdTech,Organic,2025-06-08,7,False,,0,Lead
859,Lead_859,lead859@example.com,Company_46,Healthcare,Facebook Ads,2025-06-02,12,False,,30000,Lead
860,Lead_860,lead860@example.com,Company_226,FinTech,Email Campaign,2025-06-18,44,False,,10000,MQL
861,Lead_861,lead861@example.com,Company_92,Healthcare,Organic,2025-06-04,16,False,,0,Lead
862,Lead_862,lead862@example.com,Company_88,Manufacturing,Facebook Ads,2025-06-07,25,False,,30000,Lead
863,Lead_863,lead863@example.com,Company_122,Manufacturing,Facebook Ads,2025-06-05,51,True,2025-06-22,30000,Customer
864,Lead_864,lead864@example.com,Company_287,Healthcare,Facebook Ads,2025-07-18,15,False,,30000,Lead
865,Lead_865,lead865@example.com,Company_103,Healthcare,Facebook Ads,2025-08-08,39,False,,30000,Lead
866,Lead_866,lead866@example.com,Company_259,Manufacturing,Facebook Ads,2025-06-03,26,True,2025-07-01,30000,Customer
867,Lead_867,lead867@example.com,Company_205,FinTech,Facebook Ads,2025-06-04,39,False,,30000,Lead
868,Lead_868,lead868@example.com,Company_143,Manufacturing,Facebook Ads,2025-06-01,15,False,,30000,Lead
869,Lead_869,lead869@example.com,Company_87,FinTech,LinkedIn DMs,2025-06-09,53,False,,25000,MQL
870,Lead_870,lead870@example.com,Company_240,EdTech,Facebook Ads,2025-06-09,36,False,,30000,Lead
871,Lead_871,lead871@example.com,Company_48,FinTech,Webinar,2025-06-21,77,False,,5000,POC
872,Lead_872,lead872@example.com,Company_10,E-Commerce,Referral,2025-06-03,17,False,,2500,Lead
873,Lead_873,lead873@example.com,Company_177,EdTech,Email Campaign,2025-06-16,67,False,,10000,SQL
874,Lead_874,lead874@example.com,Company_39,EdTech,Facebook Ads,2025-06-14,39,True,2025-06-29,30000,Customer
875,Lead_875,lead875@example.com,Company_291,E-Commerce,Email Campaign,2025-06-17,48,True,2025-07-27,10000,Customer
876,Lead_876,lead876@example.com,Company_125,E-Commerce,Facebook Ads,2025-07-23,0,False,,30000,Lead
877,Lead_877,lead877@example.com,Company_243,E-Commerce,Organic,2025-06-10,52,False,,0,MQL
878,Lead_878,lead878@example.com,Company_77,Healthcare,Organic,2025-07-13,40,False,,0,MQL
879,Lead_879,lead879@example.com,Company_166,SaaS,Facebook Ads,2025-06-24,13,False,,30000,Lead
880,Lead_880,lead880@example.com,Company_90,Healthcare,Facebook Ads,2025-06-05,10,False,,30000,Lead
881,Lead_881,lead881@example.com,Company_254,SaaS,Email Campaign,2025-07-20,10,False,,10000,Lead
882,Lead_882,lead882@example.com,Company_282,FinTech,Email Campaign,2025-06-19,33,False,,10000,Lead
883,Lead_883,lead883@example.com,Company_60,FinTech,LinkedIn DMs,2025-06-06,60,True,2025-06-21,25000,Customer
884,Lead_884,lead884@example.com,Company_1,Manufacturing,Facebook Ads,2025-06-09,56,True,2025-07-10,30000,Customer
885,Lead_885,lead885@example.com,Company_46,SaaS,Email Campaign,2025-06-29,23,False,,10000,Lead
886,Lead_886,lead886@example.com,Company_255,EdTech,Email Campaign,2025-06-16,30,False,,10000,Lead
887,Lead_887,lead887@example.com,Company_215,Healthcare,Facebook Ads,2025-07-08,41,False,,30000,MQL
888,Lead_888,lead888@example.com,Company_291,E-Commerce,Facebook Ads,2025-06-12,31,False,,30000,Lead
889,Lead_889,lead889@example.com,Company_174,EdTech,Facebook Ads,2025-06-01,30,False,,30000,Lead
890,Lead_890,lead890@example.com,Company_263,E-Commerce,Facebook Ads,2025-06-23,0,False,,30000,Lead
891,Lead_891,lead891@example.com,Company_183,Manufacturing,LinkedIn DMs,2025-06-18,40,True,2025-06-30,25000,Customer
892,Lead_892,lead892@example.com,Company_11,E-Commerce,LinkedIn DMs,2025-07-03,61,True,2025-07-26,25000,Customer
893,Lead_893,lead893@example.com,Company_122,FinTech,Organic,2025-06-21,32,False,,0,Lead
894,Lead_894,lead894@example.com,Company_60,EdTech,Organic,2025-05-31,22,False,,0,Lead
895,Lead_895,lead895@example.com,Company_194,Manufacturing,Email Campaign,2025-06-14,35,False,,10000,Lead
896,Lead_896,lead896@example.com,Company_126,EdTech,Email Campaign,2025-06-05,17,False,,10000,Lead
897,Lead_897,lead897@example.com,Company_156,SaaS,Referral,2025-06-17,29,True,2025-08-01,2500,Customer
898,Lead_898,lead898@example.com,Company_296,Healthcare,LinkedIn DMs,2025-07-06,48,True,2025-08-18,25000,Customer
899,Lead_899,lead899@example.com,Company_92,FinTech,Webinar,2025-07-21,40,False,,5000,MQL
900,Lead_900,lead900@example.com,Company_158,SaaS,Referral,2025-06-08,22,False,,2500,Lead
901,Lead_901,lead901@example.com,Company_273,Manufacturing,Facebook Ads,2025-07-27,49,False,,30000,MQL
902,Lead_902,lead902@example.com,Company_6,FinTech,Webinar,2025-06-06,68,False,,5000,SQL
903,Lead_903,lead903@example.com,Company_15,SaaS,Email Campaign,2025-06-03,42,False,,10000,MQL
904,Lead_904,lead904@example.com,Company_176,E-Commerce,Facebook Ads,2025-06-04,39,False,,30000,Lead
905,Lead_905,lead905@example.com,Company_90,Healthcare,LinkedIn DMs,2025-05-31,46,False,,25000,MQL
906,Lead_906,lead906@example.com,Company_235,FinTech,Facebook Ads,2025-07-08,8,False,,30000,Lead
907,Lead_907,lead907@example.com,Company_50,SaaS,Facebook Ads,2025-07-15,34,True,2025-08-06,30000,Customer
908,Lead_908,lead908@example.com,Company_242,Manufacturing,Referral,2025-06-25,36,False,,2500,Lead
909,Lead_909,lead909@example.com,Company_82,Manufacturing,Facebook Ads,2025-06-06,15,False,,30000,Lead
910,Lead_910,lead910@example.com,Company_258,Manufacturing,Facebook Ads,2025-06-07,2,False,,30000,Lead
911,Lead_911,lead911@example.com,Company_245,EdTech,Webinar,2025-07-14,66,False,,5000,SQL
912,Lead_912,lead912@example.com,Company_58,EdTech,LinkedIn DMs,2025-06-14,33,False,,25000,Lead
913,Lead_913,lead913@example.com,Company_35,Manufacturing,Organic,2025-06-07,31,True,2025-06-22,0,Customer
914,Lead_914,lead914@example.com,Company_3,EdTech,Organic,2025-06-04,27,False,,0,Lead
915,Lead_915,lead915@example.com,Company_271,E-Commerce,Facebook Ads,2025-06-20,20,False,,30000,Lead
916,Lead_916,lead916@example.com,Company_160,Manufacturing,Referral,2025-06-08,25,False,,2500,Lead
917,Lead_917,lead917@example.com,Company_76,SaaS,LinkedIn DMs,2025-06-02,80,False,,25000,SQL
918,Lead_918,lead918@example.com,Company_209,FinTech,Facebook Ads,2025-06-04,0,False,,30000,Lead
919,Lead_919,lead919@example.com,Company_130,E-Commerce,Email Campaign,2025-06-03,41,False,,10000,MQL
920,Lead_920,lead920@example.com,Company_11,E-Commerce,Facebook Ads,2025-06-17,37,False,,30000,Lead
921,Lead_921,lead921@example.com,Company_228,SaaS,Facebook Ads,2025-06-13,5,False,,30000,Lead
922,Lead_922,lead922@example.com,Company_152,SaaS,Organic,2025-06-06,7,False,,0,Lead
923,Lead_923,lead923@example.com,Company_78,Manufacturing,Facebook Ads,2025-06-05,27,False,,30000,Lead
924,Lead_924,lead924@example.com,Company_196,Healthcare,Facebook Ads,2025-06-19,0,False,,30000,Lead
925,Lead_925,lead925@example.com,Company_3,E-Commerce,LinkedIn DMs,2025-06-07,58,False,,25000,MQL
926,Lead_926,lead926@example.com,Company_228,Healthcare,Email Campaign,2025-06-14,17,False,,10000,Lead
927,Lead_927,lead927@example.com,Company_63,EdTech,LinkedIn DMs,2025-07-20,47,False,,25000,MQL
928,Lead_928,lead928@example.com,Company_50,E-Commerce,Organic,2025-06-05,24,False,,0,Lead
929,Lead_929,lead929@example.com,Company_117,SaaS,Facebook Ads,2025-08-04,40,False,,30000,MQL
930,Lead_930,lead930@example.com,Company_167,Healthcare,Email Campaign,2025-06-07,5,False,,10000,Lead
931,Lead_931,lead931@example.com,Company_228,SaaS,Referral,2025-06-19,7,False,,2500,Lead
932,Lead_932,lead932@example.com,Company_35,SaaS,Email Campaign,2025-06-08,27,False,,10000,Lead
933,Lead_933,lead933@example.com,Company_198,Manufacturing,Facebook Ads,2025-07-26,41,True,2025-08-19,30000,Customer
934,Lead_934,lead934@example.com,Company_225,FinTech,Facebook Ads,2025-06-10,15,False,,30000,Lead
935,Lead_935,lead935@example.com,Company_228,Manufacturing,Email Campaign,2025-06-09,6,False,,10000,Lead
936,Lead_936,lead936@example.com,Company_153,E-Commerce,Email Campaign,2025-07-18,53,False,,10000,MQL
937,Lead_937,lead937@example.com,Company_129,Manufacturing,Facebook Ads,2025-06-26,16,False,,30000,Lead
938,Lead_938,lead938@example.com,Company_229,E-Commerce,Organic,2025-07-13,34,False,,0,Lead
939,Lead_939,lead939@example.com,Company_211,Manufacturing,Facebook Ads,2025-06-21,61,True,2025-07-28,30000,Customer
940,Lead_940,lead940@example.com,Company_152,FinTech,Email Campaign,2025-06-02,32,False,,10000,Lead
941,Lead_941,lead941@example.com,Company_161,E-Commerce,Facebook Ads,2025-06-09,30,False,,30000,Lead
942,Lead_942,lead942@example.com,Company_87,E-Commerce,Organic,2025-06-01,4,False,,0,Lead
943,Lead_943,lead943@example.com,Company_53,E-Commerce,Facebook Ads,2025-08-14,0,False,,30000,Lead
944,Lead_944,lead944@example.com,Company_281,Manufacturing,Facebook Ads,2025-06-12,35,False,,30000,Lead
945,Lead_945,lead945@example.com,Company_16,SaaS,Facebook Ads,2025-07-09,21,False,,30000,Lead
946,Lead_946,lead946@example.com,Company_105,EdTech,LinkedIn DMs,2025-06-20,45,True,2025-07-10,25000,Customer
947,Lead_947,lead947@example.com,Company_151,Healthcare,LinkedIn DMs,2025-06-22,49,False,,25000,MQL
948,Lead_948,lead948@example.com,Company_207,EdTech,Facebook Ads,2025-06-21,57,False,,30000,MQL
949,Lead_949,lead949@example.com,Company_116,Manufacturing,Referral,2025-06-04,44,False,,2500,MQL
950,Lead_950,lead950@example.com,Company_167,Healthcare,Email Campaign,2025-07-02,27,False,,10000,Lead
951,Lead_951,lead951@example.com,Company_85,FinTech,Email Campaign,2025-06-07,12,False,,10000,Lead
952,Lead_952,lead952@example.com,Company_52,Healthcare,Referral,2025-06-06,5,False,,2500,Lead
953,Lead_953,lead953@example.com,Company_118,FinTech,Email Campaign,2025-07-04,52,False,,10000,MQL
954,Lead_954,lead954@example.com,Company_198,E-Commerce,Facebook Ads,2025-06-02,38,False,,30000,Lead
955,Lead_955,lead955@example.com,Company_66,E-Commerce,Organic,2025-06-20,0,False,,0,Lead
956,Lead_956,lead956@example.com,Company_172,E-Commerce,Referral,2025-06-01,0,False,,2500,Lead
957,Lead_957,lead957@example.com,Company_275,E-Commerce,LinkedIn DMs,2025-06-28,42,False,,25000,MQL
958,Lead_958,lead958@example.com,Company_203,SaaS,LinkedIn DMs,2025-06-29,49,True,2025-07-19,25000,Customer
959,Lead_959,lead959@example.com,Company_282,E-Commerce,Facebook Ads,2025-06-05,18,False,,30000,Lead
960,Lead_960,lead960@example.com,Company_156,E-Commerce,Facebook Ads,2025-06-04,42,False,,30000,MQL
961,Lead_961,lead961@example.com,Company_278,EdTech,Organic,2025-06-18,28,False,,0,Lead
962,Lead_962,lead962@example.com,Company_276,SaaS,Webinar,2025-06-12,27,False,,5000,Lead
963,Lead_963,lead963@example.com,Company_194,FinTech,Facebook Ads,2025-07-20,59,False,,30000,MQL
964,Lead_964,lead964@example.com,Company_135,Healthcare,Facebook Ads,2025-06-20,33,False,,30000,Lead
965,Lead_965,lead965@example.com,Company_178,FinTech,Facebook Ads,2025-06-14,0,False,,30000,Lead
966,Lead_966,lead966@example.com,Company_232,E-Commerce,Email Campaign,2025-06-01,46,False,,10000,MQL
967,Lead_967,lead967@example.com,Company_125,E-Commerce,Organic,2025-06-30,35,False,,0,Lead
